fact_checked_segment,comment_by_fact-checker,article,label_str_raw
"“Sea ice thickness also substantially declined in the latter half of the 20th century, the snow and ice data center said.”","This is an important change to emphasize because sea ice thickness is also an indicator of sea ice age. While thin sea ice can reform more quickly year to year, thick sea ice requires more time. The loss of thick sea ice is perhaps even more striking than the loss of ice area.",article47.txt,No Fallacy
"“On Tuesday, the National Oceanic and Atmospheric Administration (Noaa) is set to classify the Louisiana disaster as the eighth flood considered to be a once-in-every-500-years event to have taken place in the US in little over 12 months.”","This last sentence seems to imply that this is exceptional. However, in a country as large as the USA, it is very well possible to have multiple events each year, that exceed 100 or 500-year frequency thresholds for a particular location. Note that for this case, for multiple locations, the 500-year rainfall amount was exceeded, which is indeed exceptional.",article32.txt,No Fallacy
Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature.”,"Instrumental temperature measurements over the last 150 years record weather/climate that is influenced by more than ONLY CO2. Natural variation must also be considered, including semi- to multi-decadal processes involving the ocean and atmosphere (e.g. El Niño-Southern Oscillation)",,No Fallacy
"“Typically, in such an attribution study, scientists will use sets of climate models — one set including the factors that drive human global warming and the other including purely “natural” factors — and see if an event like the one in question is more likely to occur in the first set of models. Researchers are getting better and better at performing these kinds of studies fast, in near real time.”",This is an accurate description of how extreme event attribution studies are conducted.,,No Fallacy
spanning five countries,"Going quickly through the authors I identified 7 countries: Brasil, US, France, Austria, Italy, Canada, United Kingdom (the list might not be complete).",article112.txt,No Fallacy
"“At the bottom of the world, sea ice is also at all-time record low levels around Antarctica, the data center said. The lack of ice in the Antarctic, where it is currently summer, is most pronounced in the Amundsen Sea, where only a few scattered patches of ice remain.”","This short example reveals why sea ice extent is a useful, but not sufficient diagnostic to characterize the recent sea ice variability.",article47.txt,No Fallacy
"“Incorporating recent advances in the understanding of how ice sheets might break apart, they found that both West Antarctica and some vulnerable parts of East Antarctica would go into an unstoppable collapse if the Earth continued to warm at a rapid pace. In their worst-case scenario, the sea level could rise by six feet by the end of this century, and the pace could pick up drastically in the 22nd century. Dr. DeConto and Dr. Pollard do not claim that this is a certainty — they acknowledge that their analysis is still rough — but they argue that the possibility should be taken seriously.”","Related to my earlier comment, the relevance of the “Marine Ice Cliff Instability” is still very unclear, and not generally accepted in the ice-sheet modeling community. DeConto and Pollard’s sea-level estimates certainly fall in the high end of sea-level rise projections. However, other processes such as non-linearities in melt or basal sliding may provide similar high-end estimates.",,No Fallacy
"“An “inherent bias” in scientific journals in favour of more calamitous predictions has excluded research showing that marine creatures are not damaged by ocean acidification, which is caused by the sea absorbing carbon dioxide from the atmosphere.” ","This is an inflammatory twisting of the author’s words. Browman discusses the well-known bias against publication of negative results. It has nothing to do with the direction of the signal, only the inability of the researchers to demonstrate an effect in their experiments. It has nothing to do with how “calamitous” the predictions are. In fact, sometimes the negative results would have been more calamitous depending on the experimental design.",,No Fallacy
"“For example, the Arctic heatwaves are made tens of times more likely and the soaring temperatures seen in Australia in February were made twice as likely.”","This statement is referring to rapid attribution analyses that were conducted by the World Weather Attribution group. We found that the Arctic heat of late 2016 was made much more likely by human-induced climate change (although it remains a very unusual event in the current climate). In another analysis, we found the February heatwave in New South Wales was at least twice as likely to occur because of climate change.",article54.txt,No Fallacy
"“The ocean has accelerated and is now rising at a rate of about a foot per century[…] The risk is that the rate will increase still more. Scientists who study the Earth’s history say waters could rise by a foot per decade in a worst-case scenario, though that looks unlikely. Many experts believe that even if emissions stopped tomorrow, 15 or 20 feet of sea level rise is already inevitable, enough to flood many cities unless trillions of dollars are spent protecting them. How long it will take is unclear. But if emissions continue apace, the ultimate rise could be 80 or 100 feet.”","It is accurate to say sea-level rise is approximately one foot per century. Present-day sea-level rise is a major indicator of climate change. Since the early 1990s, sea level rose at a mean rate of ~3.1 mm/yr (~1 foot over 100 years). It is virtually certain that global mean sea level rise will continue for many centuries beyond 2100, with the amount of rise dependent on future emissions. The latest IPCC report estimates 1 to more than 3 m (up to ~10 feet) for high emission scenarios by 2300. But, those projections of sea-level rise may be limited by uncertainties surrounding the response of the Greenland and Antarctic ice sheets. For example, the report projected a likely contribution of the Antarctic ice sheet (AIS) of -8 to +15 cm under the high emissions scenario by 2100, but a recent coupled ice sheet and climate dynamics model suggests that the AIS could contribute more than 1 m by 2100, and more than 10 m by 2300, under that high emissions scenario.",,No Fallacy
"“CO2 is certainly a heat-trapping greenhouse gas, but hardly the primary one: Water vapor accounts for about 95 percent of greenhouse gases. By contrast, carbon dioxide is only a trace component in the atmosphere: about 400 ppm (parts per million), or 0.04 percent.”","Another helpful quote comes from this article: “The contribution of CO2 to the greenhouse effect, considerable though it is, understates the central role of the gas as a controller of climate. The atmosphere, if CO2 were removed from it, would cool enough that much of the water vapor would rain out. That precipitation, in turn, would cause further cooling and ultimately spiral Earth into a globally glaciated snowball state. It is only the present of CO2 that keeps Earth’s atmosphere warm enough to contain much water vapor.” I like to think of CO2 as analogous to a military commander and water vapor as analogous to an army of foot soldiers. Even though the water vapor foot soldiers do most of the fighting, the CO2 commander sends the army to battle.",article52.txt,No Fallacy
"The ­atmospheric residency time of carbon dioxide is five years and it is quickly sequestered into plants, marine life, oceans and sediments.","There are many papers that looked at the time it would take for natural negative feedbacks to remove the excess carbon from the atmosphere. It would take millennia*. Eby et al (2008) Lifetime of Anthropogenic Climate Change: Millennial Time Scales of Potential CO2 and Surface Temperature Perturbations, Journal of Climate ",,No Fallacy
to avoid runaway climate change,"I agree, “runaway climate change” is too strong here. It has a precise definition. Warming beyond 2°C, say by 3 or 4°C, is bad, but not the same as “runaway” (which, in my view at least, means that warming would then take a dynamics of its own, stop responding to any emission changes and slip up to several more degrees….).",article112.txt,No Fallacy
This scientist proved climate change isn’t causing extreme weather ,"The title is misleading. He didn’t prove anything. He’s simply claiming there are not yet definitive links between climate change and some extreme events. I would refer the readers to the most recent National Climate Assessment1 for a broader and longer list of salient impacts of climate change beyond the short and narrow selection quoted. 1 – US NCA (2018) Volume II: Impacts, Risks, and Adaptation in the United States ",article128.txt,No Fallacy
"“Two degrees is more significant than it sounds. […]The number may sound low, but as an average over the surface of an entire planet, it is actually high”","Note that the warming over land is about twice as large as the warming over the ocean. Over the ocean, more of the additional heat goes into evaporation of water rather than warming of the air. It furthermore takes time to heat up the oceans, just like a water kettle takes time to boil. Because there is more land in the Northern Hemisphere, it will warm more than the Southern Hemisphere. One way to see how much of a difference two degrees makes is to look at a region closer to the equator that is two degrees warmer. Nature will look very different.",,No Fallacy
"“The IPCC reports also don’t fully account for the albedo effect (less ice means less reflected and more absorbed sunlight, hence more warming); more cloud cover (which traps heat); or the dieback of forests and other flora (which extract carbon from the atmosphere). Each of these promises to accelerate warming”","“More cloud cover (which traps heat)” is a gross over-simplification regarding the role of clouds as a tuning knob for Earth’s climate. While it is true that clouds can act as a blanket and trap more heat, they also serve to reflect sunlight (see the prior sentence regarding the albedo effect). Which cloud effect ultimately wins out has to do with the optical thickness of the cloud (how reflective it is) and (as a rough approximation), the cloud height. As a quick rule: Higher clouds will act better as a blanket since they are both colder (and therefore radiate less energy to space) and typically optically thin. Conversely, lower clouds act more as a reflector since they are warmer and optically thick. The IPCC report does generally show a net positive cloud feedback, indicating global cloud feedbacks will lead to additional warming, but cloud feedbacks are extremely complicated and highly uncertain.",,No Fallacy
"“The arc of global warming will be variously steep and less steep,’ said Richard Seager, a climate scientist at the Lamont-Doherty Earth Observatory of Columbia University. ‘It never stopped.’”",This is another important point to make—there will be periods where the Earth warms less quickly (not every year will be a record year) but the heating of the Earth continues.,,No Fallacy
"“Since the beginning of the Industrial Revolution, the average pH of global ocean surface waters have fallen from pH 8.2 to 8.1. This represents an increase in acidity of about 26%.”",Correct.,article78.txt,No Fallacy
“Entire states and nations have to decide to clean up their energy systems”,This is correct. It cannot be done by only a few nations—it requires collective action to make a substantial difference.,article77.txt,No Fallacy
“an individual heatwave triggering coral bleaching cannot be linked to global warming as the process triggering an individual heatwave is fundamentally different from that triggering global warming”,"Unfortunately, even under the Paris Agreement, 2016-like heat will be more common*. King et al (2017) Australian climate extremes at 1.5 °C and 2 °C of global warming, Nature Climate Change ",,No Fallacy
The amount of energy used to construct solar and wind facilities is greater than they produce in their working lives.,"Numbers for “Energy Return on Investment” (EROI) are all over the place, but a nice summary with references to supporting information was produced for Scientific American by Mason Inman for the April 2013 edition of Scientific American. Mason estimated that wind returns about 20 times the energy input and solar around 6 times their energy input. While these numbers do depend on a range of assumptions, the idea that these ratios are less than one is wrong and not defensible. The construction of wind turbines and solar panels does result in some carbon dioxide emission but far less than would be emitted were that electricity generated using fossil fuels such as coal, gas, or oil. Therefore, if the alternative is fossil fuels, these technologies help avoid carbon dioxide emissions. It should be noted that Energy Return on Investment is likely to increase over time as the economy becomes more efficient and thus economic inputs to the production of energy technologies becomes less energy intensive",,No Fallacy
"” ‘CO2 is going up, but nowhere near as fast as they thought it would. The computer models just weren’t reliable.’ ”",This statement is just plain wrong. Atmospheric CO2 content has recently surpassed 400 ppm and this rate of increase is in line with model projections.,,No Fallacy
"“Research shows that this process is overpowering the erosion from sea-level rise, leading to net land-area gain. This is not only true for the Marshall Islands. […]several studies have documented noteworthy shoreline progradation [growth] and positional changes of islands since the mid-20th century, resulting in a net increase in island area.”","As wave energy and rising sea levels batter coastlines, the erosional products (i.e. sediments) can either be accreted onto the existing land or removed offshore into the deep ocean. Where the sediment is redistributed depends on a number of factors. Although sediment accretion can increase land area, it does little to change the elevation of low-lying islands, like the Marshall Islands. Therefore, people living in low-lying areas, even if there is historical land area gain, are still susceptible to inundation and damages due to storm waves, higher-than-usual tides (e.g. king tides), and sea level rise. These unconsolidated, loose sediments are also easily mobilized; therefore, localized land area gains by sediment accretion can be very dynamic on short timescales. This article could leave readers thinking that land area gains alone can mitigate the effects of sea level rise on low-lying coastal areas, but land elevation is what is really important.",,No Fallacy
“The Northern Hemisphere jet stream […] flow is stronger when that temperature difference is large. But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated. That’s when you can get the resultant weather extremes.”,This is an accurate and succinct description of the primary hypothesized mechanism involved in the Arctic/mid-latitude weather linkage.,,No Fallacy
"“In 2004, two NOAA scientists, Richard Feely and Christopher Sabine, produced a chart showing a strong correlation between rising atmospheric CO2 levels and falling oceanic pH levels. But then, just over a year ago, Mike Wallace, a hydrologist with 30 years’ experience, noticed while researching his PhD that they had omitted some key information[…] his results were surprising: there has been no reduction in oceanic pH levels in the last -century.”","This is plain wrong. Oceanic pH levels decreased by 0.1 units compared to pre-industrial levels. This corresponds to a 30% increase in acidity. For a primer on pH, see this NOAA explainer. Peer-reviewed references: Doney et al (2009) Ocean acidification: the other CO2 problem, Annual Review of Marine Science Raven et al (2005) Ocean acidification due to increasing atmospheric carbon dioxide, The Royal Society ",,No Fallacy
and increase monthly utility costs for hardworking families,"This is unlikely. Other modeled analyses, such as those for the Clean Power Plan, have shown that monthly utility costs would decline under action due to increased energy efficiency investments. See EPA’s regulatory impact analysis.",article63.txt,No Fallacy
"But each serial adjustment has tended to make the early years colder, which increases the warming trend.","This is absolutely wrong. The adjustments to the global average warming REDUCE the trend, not increase it.",article130.txt,No Fallacy
Dr Willie Soon’s comparison of temperature data and water vapour [Figure],"After including a quote about correlation not being equivalent to causation, this figure is an odd inclusion as there is no explanation as to its purpose other than to (apparently) illustrate the correlation between water vapour and temperature.",,No Fallacy
,This is only true if you selectively pick studies with low sensitivity. We recently looked at all climate sensitivity studies published using all different methods and found no evidence of an overall decline in estimated ECS in recent years: ,,No Fallacy
"“Australia’s Great Barrier Reef is one of the world’s greatest reservoirs of biodiversity.  A World Heritage site, it is currently under assault from unusually hot ocean temperatures,”","Note that there is also a possibility that ocean acidification is contributing stress to coral reef systems, making them more susceptible to bleaching from high seawater temperatures.",,No Fallacy
“But the air is already so full of greenhouse gases that most land ice on the planet has started to melt.”,"I think this is not a very accurate statement and should be nuanced. Rather than ‘melt’, one should talk about ‘mass loss’ (or ‘mass gain’), as melt is not the only process adding to sea-level change. Especially on Antarctica, ice discharge [ice sliding into the ocean] plays a much more important role than melt, as over large parts of the Antarctic Ice Sheet (i.e. inland East Antarctica) the temperatures are so low that surface melt, even in summer, is not an issue at present (see eg these maps of Antarctica surface melt area). If we step away from the ‘melt’ however, […] most glaciers on Earth are suffering from mass loss (IPCC AR5 Chapter 4: “Since AR4 (in 2007), almost all glaciers worldwide have continued to shrink as revealed by the time series of measured changes in glacier length, area, volume and mass”). […]",article34.txt,No Fallacy
"“Consider where they move. Migration patterns show people heading for warm states like Texas and Florida, not snowy Minnesota and Michigan.”","This has more to do with economic factors than weather. If people moved only because of poor weather, why hasn’t everyone left Northern Europe? ",article25.txt,No Fallacy
"“Next year or the year after that, I think it will be free of ice in summer and by that I mean the central Arctic will be ice-free. You will be able to cross over the north pole by ship. There will still be about a million square kilometres of ice in the Arctic in summer but it will be packed into various nooks and crannies”","Telegraph, 2011 – “ice free by 2015”; Guardian, 2012 – “ice free by 2015 or 2016”; Financial Times, 2013 – “ice free no later than 2015”.",article33.txt,No Fallacy
"“This means it is possible that by some yardsticks, 2016 will be declared as hot as 2015 or even slightly hotter – because El Nino did not vanish until the middle of the year.”",It is virtually certain that 2016 will be warmer than 2015. See for example this estimate of the 2016 average temperature based on the GISS data up to October. ,article43.txt,No Fallacy
“The blue bars show where the raw temperature data has been adjusted downwards to make it cooler; the red bars show where the raw temperature data has been adjusted upwards to make it warmer.”,"Adjustments are made for good reasons. One of the most common ones is to account for a station located in a growing city, where the urban heat island effect would add spurious warming. In most cases the adjustments reduce, not increase, the warming in the record.",article68.txt,No Fallacy
“Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators.”,"This is completely incorrect. There are numerous studies contradicting this. For example, see a series of studies by Sally Benson at Stanford University. Frankly, both parts of this claim are absurd. Coal-fired generators are particularly poorly-suited to act as a backup for solar because they generally are very expensive to ramp up and down, so they are used almost everywhere around the world as baseload generators. Natural gas or hydro are much better suited as backup. This sentence belies a lack of understanding of energy technologies and markets.",,No Fallacy
“…climate change will also reduce the number of cold days and cold spells. That will cut the total number of cold-related deaths.”,"The assertion that warmer winters = less mortality is a schoolboy error. Indeed everyone knows that European countries with warmer climates and milder winters actually have MORE not LESS winter mortality; principally due to adaptation. The current numbers of winter mortality may well be higher than summer heat wave mortality in many temperate to northern countries, however what is crucially important is that evidence points to significant increase in summer heat related mortality and no or very little change to winter mortality as a result of climate change.",,No Fallacy
“Even more heretical than his enthusiasm for fracking is Lovelock’s passionate support for nuclear power.”,"Here Lovelock is less heretical than he thinks; most future energy scenarios that meet aggressive climate goals show an expansion of nuclear energy, particularly in countries like China. There is something of an open question whether Nuclear will remain cost-competitive with other near-zero carbon technologies, however, given how quickly the costs of these technologies have fallen: Source: energy.gov",article37.txt,No Fallacy
"In 2004, two NOAA scientists, Richard Feely and Christopher Sabine, produced a chart showing a strong correlation between rising atmospheric CO2 levels and falling oceanic pH levels. But then, just over a year ago, Mike Wallace, a hydrologist with 30 years’ experience, noticed while researching his PhD that they had omitted some key information[…] his results were surprising: there has been no reduction in oceanic pH levels in the last -century.”","This statement just flies in both the face of observational facts and a basic understanding of chemistry. I would love to hear a cogent explanation of how atmospheric CO2 levels could rise over the course of a century without producing a decrease in ocean pH. Observations near Hawaii and several other open ocean environments show clear decreasing trends in ocean pH. See, for example this report from the European Environment Agency. It is one thing to challenge future projections, but rejecting well-established scientific facts is another thing entirely. Figure: Decline in pH measured at the Aloha station as part of the Hawaii Ocean time-series. Source",,No Fallacy
"natural warm times, like now, bring great prosperity, increased longevity and less disease, whereas Jack Frost brings death, depopulation and economic stresses.","This is a common misconception. We are not talking about minor climate fluctuations, we are experiencing a major, abrupt climate change. Because current climate change is so fast, ecosystems are at risk, infrastructure is at risk, and the result will certainly not bring great prosperity. Climate change related health impacts are also on the rise, so there will certainly not be “less disease” ",,No Fallacy
"How is this possible 2,999,971 years before Arnold Schwarzenegger bought his Hummer?","It is possible because CO2 sources (e.g. volcanic degassing) and CO2 sinks (e.g. from chemical weathering of the Earth’s surface) were differently balanced back then. It is not a mystery, it is well understood science that has countless papers about it, and a serious journalist (if they profess to be one) would have made some effort to educate themselves before writing such an article.",article125.txt,No Fallacy
But experts say the energy transition needs to speed up drastically to head off the worst effects of climate change.”,"This is correct. While many countries show gradual declines in their emissions, global emissions are not yet declining. The past few years, global annual CO2 emissions have not increased as much as they did previously and remained roughly constant. However, to halt global mean temperature rise annual CO2 emissions have to become zero.",article77.txt,No Fallacy
"“The U.S. National Climate Assessment found that U.S. heat waves have already “become more frequent and intense,” that the U.S. is shattering high temperature records far more frequently than it is shattering low temperature records (just as you’d expect), and that it is seeing correspondingly fewer cold spells.”","This is true and is also consistent with findings from other areas of the world. For example, Dr Sophie Lewis led work that showed in Australia there have been 12 times as many hot records compared to cold records since 2000.",,No Fallacy
“But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.”,"It is true that for a Harvey-like event—a storm at this location in East Texas that is nearly stationary—global warming likely increases the total rainfall. But we do not know whether global warming makes it more likely for a Harvey-like events to occur in the first place. Risk combines both of these probabilities. In combination, then, it is difficult to say whether there is a climate change effect on this type of flood risk. For more details on what can be said about the influence of climate change on Hurricane Harvey, read this claim review post.",,No Fallacy
“This means the global temperature trend has now shown no further warming for 19 years”,This statement is false. Global temperatures continue their long-term warming trend.,article60.txt,No Fallacy
“finding out how fast these glaciers will collapse is one of the most important scientific questions in the world today”,"There are many important science questions, but it is true that understanding the rate of ice loss at Pine Island and Thwaites Glaciers is very important for understanding how quickly future sea level rise will happen. Understanding Thwaites is arguably more important than Pine Island, though they are part of a connect region of ice. A recent peer-reviewed science article that takes a closer look at the question and explains the importance of understanding changes is Scambos et al, 2017*. Scambos et al (2017) How much, how fast?: A science review and outlook for research on the instability of Antarctica’s Thwaites Glacier in the 21st century, Global and Planetary Change ",article82.txt,No Fallacy
"“[…]until we develop a practical, cost-competitive alternative to fossil fuels, it is unlikely that renewable energy will ever make up more than 15-20% of global energy requirements.”","In many countries renewables are already competitive compared to fossil fuels, and represent a larger share than the 15-20% mentioned here. Costs of renewable are still falling. And the investment in renewable is accelerating. For instance, the IEA has revised its renewable forecasts upwards. Many scenarios and studies foresee that renewables could represent a much larger share than 15-20%.",,No Fallacy
"“As the planet warms in response to the buildup of greenhouse gases in the atmosphere, the ratio of high temperature records compared to low temperature records has become more skewed. If the climate weren’t warming, that long-term ratio should average out to about 1-to-1.”",The shift towards more warm extremes suggests the underlying distributions (weather) are changing. The climatology is shifting towards higher temperatures.,,No Fallacy
“That is especially bad because the Amazon alone provides 20 percent of our oxygen.”,"This sentence somehow implies that deforesting the Amazon would reduce atmospheric oxygen by 20%. This is not true. To quote Wally Broecker, who is cited later in the article: “Simply put, our atmosphere is endowed with such an enormous reserve of this gas that even if we were to burn all our fossil fuel reserves, all our trees, and all the organic matter stored in soils, we would use up only a few percent of the available O2. No matter how foolishly we treat our environmental heritage, we simply don’t have the capacity to put more than a small dent in our O2 supply. Furthermore, the Earth’s forests do not play a dominant role in maintaining O2 reserves, because they consume just as much of this gas as they produce. In the tropics, ants, termites, bacteria, and fungi eat nearly the entire photosynthetic O2 product. Only a tiny fraction of the organic matter they produce accumulates in swamps and soils or is carried down the rivers for burial on the sea floor.”",,No Fallacy
"“The growth is largely attributable to just two huge glaciers — Pine Island and Thwaites. The latter is increasingly being viewed as posing a potential planetary emergency, because of its enormous size and its role as a gateway that could allow the ocean to someday access the entirety of West Antarctica, turning the marine-based ice sheet into a new sea.”","This is known as the Marine Ice Sheet Instability hypothesis (MISI), see Box 13.2 in the latest IPCC report (Working Group 1). Figure – Schematic of the processes leading to the potentially unstable retreat of a grounding line showing (a) geometry and ice fluxes of a marine icesheet, (b) the grounding line in steady state, (c) climate change triggering mass outflow from the ice sheet and the start of grounding line retreat and (d) self-sustainedretreat of the grounding line. Source: IPCC",,No Fallacy
“Global human emissions are only 3 per cent of total annual emissions.”,"Others have already commented on this in detail. Just to emphasize: the statement is clearly misleading. What matters here is how human emissions drive the net atmospheric CO2 budget (emissions minus uptake) out of balance, which leads to an accumulation of CO2 in the atmosphere.",,No Fallacy
"“With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.”","This is very naïve. Many factors control food production. If further large changes in climate come to pass, no amount of extra CO2 will improve food security.",,No Fallacy
But efforts to determine what causes seas to rise are marred by poor data and disagreements about methodology. ,"This is not correct. First of all, the oceans are warming and warming water expands—a basic law of physics. Second, mountain glaciers and ice sheets are melting due to global warming, adding water to the ocean—an observational fact. Third, independent estimates of these contributions to sea-level rise match the actually observed sea level rise. ",article99.txt,No Fallacy
running through cycles where the temperature might fluctuate a bit.,"The Earth’s climate has always varied, even before humans began to influence it. Climate scientists have always been very clear about this. But human-caused emissions of CO2 and other greenhouse gases have now added a new cause of climate change in addition to the existing causes of natural climate variability.",article125.txt,No Fallacy
“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean. It can affect weather in the U.S.”,Sea ice cover is also better at reflecting energy from the sun than open ocean. This makes sea ice an important player in keeping the ocean surface from taking up additional heat.,,No Fallacy
"Computer models of the climate are at the heart of calls to ban the cheap, reliable energy that powers our thriving economy and promotes healthier, longer lives.","Also, without numerical computer models we have many lines of evidence that climate change is a problem (basic physics, observed changes, climatic changes in the deep past). The uncertainties and thus the risks would be higher. There would thus be a greater urgency to reduce risks without climate models.",article130.txt,No Fallacy
"“In the geological past, Earth’s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes. The past shows that climate change is normal, that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill.”","Indeed, climate change is normal, but there are 2 important differences with respect to the geological record: 1) the current rate of increase in CO2 is unprecedented and 2) the current CO2 increase is caused by human emissions.",,No Fallacy
"“And the gist is that when it comes to extreme heat waves in general — heat waves that appear out of the norm in some way, for instance in their intensity, frequency, or duration — while scientists never say individual events are “caused” by climate change, they are getting less and less circumspect about making some connection.”","“Climate change” is by definition a shift in the weather statistics, such as the curve that describes the likelihood of temperatures exceeding a certain threshold [see figure below]. The temperature has a statistical character that is close to being bell-shaped (normal distribution), which implies that high temperatures are expected to be more frequent with a global warming – unless the typical range of temperatures (standard deviation) or shape of the curve changes as well. Climate is the typical character outlined by this curve (probability density function) describing the probabilities, whereas weather is each different data point on which this curve is based. When referring to one event – one data point – one talks about weather. Weather is not the same as climate, but they are related: climate is the expected weather. Figure illustrating how a change in climate influences the frequency of extreme heat events: an increase in the average temperature (upper panel) causes a large increase in the probability of extreme hot events; a change in the climate variability (lower panels) can further alter the frequency of extreme events. – adapted from IPCC report (2001) ",,No Fallacy
"Furthermore, whereas in 2008 most of the ice was extremely thin, this year most has been at least two metres thick.”",Arctic sea ice volume has actually exhibited record thinness so far during 2017—beating the previous record years of 2012/2016 by a wide margin. Another nice visualization by Zachary Labe illustrates this quite clearly: ,article60.txt,No Fallacy
"“Within a decade, certain kinds of branching and plate coral could be extinct, reef scientists say, along with a variety of small fish that rely on them for protection from predators.”","I think it is very unlikely any corals would be extinct in a decade. The problem isn’t threat of extinction, its loss of habitat for other critters when corals bleach and die. The corals become less dense, but there will still be many millions of colonies for most species.",article53.txt,No Fallacy
"“Antarctica, the planet’s largest ice sheet, lost 219 billion tons of ice annually from 2012 through 2017 — approximately triple the 73 billion ton melt rate of a decade ago, the scientists concluded. From 1992 through 1997, Antarctica lost 49 billion tons of ice annually.”",This is a correct summary of the results from the study. ,,No Fallacy
it still has not been shown that human emissions of carbon dioxide drive ­global warming. ,"This is so trivially wrong and such old well-established science, that I hope a Wikipedia link is allowed.",,No Fallacy
"“The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is. CO2 is colorless, odorless and completely non-toxic. Plants depend on it to live and grow, and human beings draw some into their lungs with every breath they take to no ill effect whatsoever. Growers regularly pump CO2 into greenhouses, raising levels to three times that of the natural environment, to produce stronger, greener, healthier plants.”","While the CO2 does not impact our health through “disease-causing pollutants that get into people’s lungs”, it does change our environment and the Earth’s climate, and in that sense it does classify as a pollutant.",,No Fallacy
"“Yet, a new study of 60 climate models and scenarios shows this warning fails to take into account the fact that global warming will mean precipitation increases. Indeed, water flow will actually increase over this century, which is likely beneficial in increasing “water availability in the Indus Basin irrigation scheme during the spring growing seasons.” ”","The issue of drinking water availability is more nuanced than either extreme represented here. Increases in glacier melt can have a wide range of impacts depending on the location and timing of the change. For example, complete loss of an alpine glacier that is used for summer drinking water can result in dramatic water shortages for those communities. On the other hand, increasing glacier melt can mean short term (decades) increases in river water – such as for the upper Indus basin noted in this study. Unfortunately, increased water availability from glacier loss is bound to end once those glaciers disappear.   2.4. It is not obvious that winter-related death will decrease due to climate change, contrary to Lomborg’s claim ",,No Fallacy
"How is this possible 2,999,971 years before Arnold Schwarzenegger bought his Hummer?","Because the amount of CO2 naturally present in the atmosphere depends on how much is being released or taken up by the oceans, land ecosystems, and chemical reactions involved in rock weathering. These change naturally, but gradually, over thousands or millions of years. Human emissions of CO2 are merely adding an extra factor to the equation, but it is one which has a big effect over much short timescales (the last few decades).",article125.txt,No Fallacy
"Already, scientists know enough to be concerned. About 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades. The sea level was 20 to 30 feet higher than it is today, implying that the ice sheets in both Greenland and Antarctica must have partly disintegrated, a warning of what could occur in the relatively near future if the heating of the planet continues unchecked.”","This is factually correct. Indeed, past climate states analogous to the state which is expected to manifest in the near future, are characterized by much higher sea levels. This implies that the current Antarctic (and Greenland) ice sheet volumes are not consistent with warmer climate states. Rather, warmer climate states are consistent with smaller ice sheets. “Relatively near future” is probably a misleading statement in the text, because it implies to average people a decadal timeframe—almost certainly unrealistic for 20-30 ft of sea level rise.",,No Fallacy
But efforts to determine what causes seas to rise are marred by poor data and disagreements about methodology. ,"I think this is a misinterpretation of what is currently known about sea level rise where we know that roughly 50% comes from glaciers’ mass loss, and the other 50% comes from volume expansion because of heat. There are multiple independent observation systems that confirm the current knowledge.",article99.txt,No Fallacy
Never mind that the emissions of carbon dioxide to make and maintain a wind or solar industrial complex are far greater than they will ever save.,This is completely incorrect.,,No Fallacy
"“The heat extremes were especially pervasive in the Arctic, with temperatures in the fall running 20 to 30 degrees Fahrenheit above normal across large stretches of the Arctic Ocean.”","Where the Arctic ocean freezes the air can get very cold because the ice blocks the heat transport from the relatively warm ocean water. The temperature variability is naturally larger in the Arctic than in the mid-latitudes (USA, Europe). Thus it was very warm in the Arctic. As NASA’s Gavin Schmidt said: “What’s going on in the Arctic is really very impressive; this year was ridiculously off the chart” But 20 to 30 degrees Fahrenheit may not be as exceptional as it sounds to our ears.",article86.txt,No Fallacy
"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010. But it means a chunk of the rise is coming from elsewhere.","This is deceptive. Most published work suggests human activities are responsible for all, if not more than 100% of observed warming. ",,No Fallacy
"In the past, the atmospheric carbon dioxide content has been orders of magnitude higher than now, yet there were ice ages","This is a very bold (and wrong) statement. In the past 2 million years, CO2 has been lower than today and there were ice ages (glacials) when CO2 fell below a certain threshold. If we look further back, e.g. tens of millions of years, to periods of time when CO2 was higher than today (as in the Eocene), there was not much ice or snow around (if any)—certainly no ice age. If we go hundreds of millions of years back, the Sun was less strong than today. So yes, there might have been ice with higher CO2 concentrations and a faint Sun, but who knows? CO2 reconstructions do not go that far back.",,No Fallacy
